V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PROLIFIC_PID,Q1,for,hyu,bmw,sub,jee,toy,che,hon,aud,mer,tes,dod,lex,por,vol,fer,nis,maz,lam,ren,vol,id,age,gender,edu,inc,LocationLatitude,LocationLongitude,LocationAccuracy,
R_33lmx1kMLPXosd3,Default Response Set,Anonymous,,,107.77.194.25,0,2020-12-16 18:17:28,2020-12-16 18:19:35,1,5e5c5b635bb31244eafd4dbd,1,,Nissan,Mercedes,Honda,,,,,,BMW,Unsure,,Acura,,Chevrolet,,,,Ferrari,Fiat,Volkswagen,5e5c5b635bb31244eafd4dbd,22,1,5,5,42.367294311523,-83.13289642334,-1,
R_1g2qhmcgnMzPM8i,Default Response Set,Anonymous,,,73.93.155.59,0,2020-12-16 18:17:32,2020-12-16 18:19:41,1,5f8c9d3527d5cc42fd0f7dce,1,,Camry,Mercedes ,Toyota,,,,,Bmw,Bmw,Mercedes ,,,Ferrari ,,Porsche,,Honda,Porsche,,,5f8c9d3527d5cc42fd0f7dce,24,1,3,6,37.779403686523,-122.21780395508,-1,
R_330XIXSvxwMFHgL,Default Response Set,Anonymous,,,71.169.140.4,0,2020-12-16 18:17:52,2020-12-16 18:19:43,1,5eb1b34f7ae5fd105bc84c45,1,ram,honda,benz,,subaru,honda,suburaru,,,bmw,,jeep,,,mini cooper,,,,,rolls royce,,5eb1b34f7ae5fd105bc84c45,19,2,2,10,43.572799682617,-71.478698730469,-1,
R_3HiioYNnJiEisGT,Default Response Set,Anonymous,,,172.58.22.181,0,2020-12-16 18:14:55,2020-12-16 18:19:43,1,5d96effe47985300139eda1f,1,,Honda,Audi,Acura,,Honda,,Toyota,,,Toyota Prius,,,Lamborghini,Chevrolet,,,Nissan,Porsche,,,5d96effe47985300139eda1f,28,3,3,8,33.835800170898,-117.90629577637,-1,
R_3qesVYNNmoNvd7R,Default Response Set,Anonymous,,,174.63.3.23,0,2020-12-16 18:18:32,2020-12-16 18:19:59,1,5edec41934077316a30b8831,1,,Honda,Lexus,Nissan,Ford,Honda,Ford,Toyota,,,,,BMW,,,,Hyundai,,,,Mazda,5edec41934077316a30b8831,26,1,5,4,42.278305053711,-71.159301757812,-1,
R_1rqZDK5Q9B5YYfS,Default Response Set,Anonymous,,,96.224.91.52,0,2020-12-16 18:17:24,2020-12-16 18:20:01,1,5e415a5f9dd805382f0b6af9,1,Chevy,,,,Hummer,Honda,,Toyota,BMW,BMW,Chevy Volt,,Cadillac`,,,,,,,Opel,Volkswagon,5e415a5f9dd805382f0b6af9,47,1,5,10,40.785202026367,-73.809799194336,-1,
R_1ltK3YwMnER1AYI,Default Response Set,Anonymous,,,100.6.104.181,0,2020-12-16 18:14:50,2020-12-16 18:20:02,1,5ddaf0367b6a66a581e854a9,1,,,Lexus,Mazda,Ford,,Ford,Toyota ,Lexus,,,,Mercedes ,,,,Toyota,,Ferrari ,Renault,,5ddaf0367b6a66a581e854a9,34,1,2,4,40.396499633789,-80.04419708252,-1,
R_1I58o80ofsxPQJn,Default Response Set,Anonymous,,,172.58.235.222,0,2020-12-16 18:18:58,2020-12-16 18:20:30,1,5ebc7a317b81ab0cf8db9ea4,1,,Honda,,Volvo,,,,Toyota ,Chevrolet ,Lexus ,Bmw,,,,,,Lexus,Hyundai,Ferrari ,,Subaru,5ebc7a317b81ab0cf8db9ea4,20,2,2,,40.67529296875,-74.227500915527,-1,
R_1pAy2qFtQnR8tOk,Default Response Set,Anonymous,,,74.89.228.34,0,2020-12-16 18:18:51,2020-12-16 18:20:39,1,5fc841f9c8a3e01805445359,1,,Toyota,,,,Hyundai,Ford,,,Great Value Rolls Royce,Nothing,,,,BMW,,Hyundai,Toyota,Ferrari,n/a,,5fc841f9c8a3e01805445359,33,1,4,2,41.378601074219,-74.669097900391,-1,
R_XizkpiiV1bTMJyN,Default Response Set,Anonymous,,,104.33.43.85,0,2020-12-16 18:18:18,2020-12-16 18:20:49,1,5a66f8ee13898300014b72d1,1,Chevrolet,Nissan,,,,Honda,Ford,Toyota,Volkswagen,,,,,Mustang,BMW,,,,,Mini Cooper,,5a66f8ee13898300014b72d1,35,1,6,6,34.071594238281,-118.01110076904,-1,
R_22DJm4xPrrU8IqD,Default Response Set,Anonymous,,,99.95.200.87,0,2020-12-16 18:14:52,2020-12-16 18:20:54,1,5be7a4f33b047e0001a3a4cd,1,,Lexus,Cadillac,,Range Rover,,,,,Rolls Royce,,,Toyota,Lamborghini,,,Mazda,,Ferrari,Peugeot,BMW,5be7a4f33b047e0001a3a4cd,62,2,3,11,33.027297973633,-80.176803588867,-1,
R_AngIp1N5n7iePPX,Default Response Set,Anonymous,,,96.236.137.213,0,2020-12-16 18:17:26,2020-12-16 18:21:09,1,5eb521388aa232399be96825,1,Plymouth ,Mazda,,,,Suzuki ,,,,,,Chrysler ,,Jaguar ,Toyota ,,Hyundai ,Nissan,Tesla,Volkswagen ,,5eb521388aa232399be96825,56,2,2,3,40.501998901367,-79.91429901123,-1,
R_3RseZRMs24C43tY,Default Response Set,Anonymous,,,98.175.181.96,0,2020-12-16 18:17:13,2020-12-16 18:21:36,1,5cba6cba7b56420015438da9,1,Chevrolet,Nissan,Audi,,,,,KIA,,BMW,,,Toyota,Jaguar,,,Acura,Honda,Ferrari,,,5cba6cba7b56420015438da9,26,2,6,4,33.601303100586,-111.88670349121,-1,
R_1itbydOtQnZf7EJ,Default Response Set,Anonymous,,,67.189.8.211,0,2020-12-16 18:20:44,2020-12-16 18:21:51,1,5d4c895d702c190017f0381a,1,,economy,,rally,Off-road,reliability,,reliable,luxury,,,american,luxury,,,,,balanced,,European,,5d4c895d702c190017f0381a,34,1,3,11,45.712005615234,-122.63220214844,-1,
R_12y6DKfMmsV9qnP,Default Response Set,Anonymous,,,98.111.230.187,0,2020-12-16 18:20:25,2020-12-16 18:21:52,1,5bd9e540e1c2d500015a151d,1,Chevy,Kia,Mercedes,Jeep,,Hyundai,,,Lexus,,,,,,Audi,Lambo's,Datsun,,,Peugot,,5bd9e540e1c2d500015a151d,47,1,3,5,40.424194335938,-79.765800476074,-1,
R_3QDZrd6QNUsfbej,Default Response Set,Anonymous,,,98.196.140.217,0,2020-12-16 18:20:54,2020-12-16 18:21:53,1,5cfab3d85ff44e001aaaa079,1,,,Mercedes,,Dodge,Honda,Ford,Toyota,Volkswagen,,,Chevrolet,,Porsche,,Porsche,,,,Volvo,,5cfab3d85ff44e001aaaa079,38,2,6,12,29.647094726562,-95.487098693848,-1,
R_0dlw0jzYDN8H3aN,Default Response Set,Anonymous,,,174.110.224.117,0,2020-12-16 18:20:29,2020-12-16 18:21:59,1,5e1a7bb28b90cb2dc5ce0aca,1,Chevrolet,,,,,Honda,Ford,,Acura,BMW,,Chevrolet,,,Renault,Lamborghini,,,Ferrari,Volvo,,5e1a7bb28b90cb2dc5ce0aca,40,1,6,6,36.033096313477,-79.380500793457,-1,
R_12QJIGKf9mnoyzT,Default Response Set,Anonymous,,,68.196.194.53,0,2020-12-16 18:19:25,2020-12-16 18:22:40,1,5fa65c14816c5c26eda49590,1,Chevy,,Lexus,Volkswagon,,,,Toyota,Mercedes,BMW,Infiniti,,,,,Lamborgini,Honda,,,Porsche,,5fa65c14816c5c26eda49590,52,2,4,7,40.760604858398,-72.984397888184,-1,
R_2z7KLHltqzzUNCP,Default Response Set,Anonymous,,,75.110.21.227,0,2020-12-16 18:19:20,2020-12-16 18:22:42,1,5eee7448b465303350093b53,1,,Mazda,,,Cherokee ,,,,,BMW,Toyota ,,,,Outback,Lamborghini ,Toyota,Hyundai ,Ferrair,,Lexius,5eee7448b465303350093b53,45,2,5,1,35.589096069336,-77.345001220703,-1,
R_25MVwE4YASSzVCv,Default Response Set,Anonymous,,,107.242.125.8,0,2020-12-16 18:20:48,2020-12-16 18:22:58,1,5ddaf303a64380a61c97d152,1,,,Mercedes ,Volvo,Geo,Mazda,,Nissan,,,,,,Astin Martin,,Lamborghini ,,Toyota,Ferrari,,Subaru,5ddaf303a64380a61c97d152,33,1,3,3,32.731903076172,-96.905700683594,-1,
R_2QXI5EbcOMLk8wo,Default Response Set,Anonymous,,,76.87.145.222,0,2020-12-16 18:19:54,2020-12-16 18:23:07,1,5e2da798acf5fe39983d646d,1,,,Mercedez,,,,Tundra,,,BMW,,Ford,,,Volvo,,Toyota,Infinity ,Porsche,Dodge,Acura,5e2da798acf5fe39983d646d,24,2,2,4,34.044692993164,-118.29460144043,-1,
R_puCGZ1ZC507eIal,Default Response Set,Anonymous,,,50.201.190.34,0,2020-12-16 18:21:47,2020-12-16 18:23:09,1,5dd92a634a113a8aece8d4f1,1,tough,,,outback,best,long lasting,,,sleek,luxury,electric,,,,,foreign,,cheap,fast,,,5dd92a634a113a8aece8d4f1,32,2,5,4,37.463806152344,-77.398002624512,-1,
R_2ZJ4HHLXzKBR8iI,Default Response Set,Anonymous,,,108.2.175.250,0,2020-12-16 18:22:24,2020-12-16 18:23:25,1,5dd749139255ed6e91628f96,1,Chevy,Kia,,,,Honda,Ford,,,BMW,,,Mercedes Benz,BMW,Nissan,,,Subaru,,Don't know this brand,,5dd749139255ed6e91628f96,20,1,3,3,39.919494628906,-75.15650177002,-1,
R_25N7iGfdVWT4ylw,Default Response Set,Anonymous,,,70.160.69.173,0,2020-12-16 18:19:52,2020-12-16 18:23:37,1,5ecbecaf5d5a2e797beced09,1,GMC,,Mercadez,,Land rover,,,Nissan,,,Electric,,Sedan,,Audi,,Toyota,,Ferrari,,Ford,5ecbecaf5d5a2e797beced09,22,1,3,1,36.920104980469,-76.212196350098,-1,
R_1Kxo85JEyOCqoTc,Default Response Set,Anonymous,,,99.16.148.40,0,2020-12-16 18:22:33,2020-12-16 18:23:40,1,5c71a951d30a7c0001729541,1,Truck,,,Snow,Off road,Small,,Meh,Expensive,Rich,,,,,Beetle,,Fast,Crap,,,,5c71a951d30a7c0001729541,22,2,5,1,32.947494506836,-96.440696716309,-1,
R_12GfYfq1ohnZEfy,Default Response Set,Anonymous,,,72.79.33.160,0,2020-12-16 18:19:45,2020-12-16 18:23:41,1,5f14cc91fe732f56204b3e6e,1,Dodge,Honda,,Honda,Land Rover,,Ford,,BMW,,Volkswagen,,Mercedes,,Chevrolet,,Toyota,,,,,5f14cc91fe732f56204b3e6e,19,2,3,11,40.818496704102,-74.158897399902,-1,
R_3fDg1jW0GIk9uKY,Default Response Set,Anonymous,,,172.58.92.127,0,2020-12-16 18:20:50,2020-12-16 18:23:48,1,5d4fc7b44ec90b0017218453,1,Dodge,,Lexus,,,,,Toyota,,,Prius,,Mercedes,,Jeep,Mazarrati,,Mitzubishi,Porche,Audi,,5d4fc7b44ec90b0017218453,37,2,2,1,37.718307495117,-122.4103012085,-1,
R_3HubRWFRTZAh2SG,Default Response Set,Anonymous,,,35.142.198.16,0,2020-12-16 18:22:20,2020-12-16 18:23:49,1,5f45ac8f72baf81db5d09e6e,1,Chevy,Honda,,,Suv,,,,I dont know,Lexus,,Truck,Mercedes,Sports car,Bug,,Sedan,,,,,5f45ac8f72baf81db5d09e6e,34,2,5,8,28.082305908203,-82.729698181152,-1,
R_33rwQZJRUshLVlJ,Default Response Set,Anonymous,,,71.203.187.98,0,2020-12-16 18:22:00,2020-12-16 18:23:59,1,5f6cce085c6ebd0ce9306c37,1,Garbage,,,Audi,Chevy,,Ram,Toyota,,,Nothing,,Mercedes,,,Fiat,,Hyunda,Ferari,,,5f6cce085c6ebd0ce9306c37,32,2,3,8,30.160995483398,-81.731101989746,-1,
R_Asz31ciyStw8cnf,Default Response Set,Anonymous,,,73.32.73.144,0,2020-12-16 18:22:43,2020-12-16 18:24:43,1,5c11f8202b16ba0001c8b764,1,BMW,,Audi,,,,Hyundai,,Mercedes,,Volkswagen,,,,,Aston Martin,Toyota,Honda,Ferrari,,Lexus,5c11f8202b16ba0001c8b764,23,2,5,11,29.572006225586,-95.540000915527,-1,
R_3kzFmdTxB3bafQQ,Default Response Set,Anonymous,,,70.179.150.173,0,2020-12-16 18:23:37,2020-12-16 18:24:45,1,5dea9fb3cb53ca1cda9f6116,1,Lincoln,,Audi,,,Honda,,,,Audi,Mercedes-Benz,,Infinity,,Audi,,Honda,,,Toyota,Infinity,5dea9fb3cb53ca1cda9f6116,37,2,5,3,37.707595825195,-97.363700866699,-1,
R_ZpBrKaV1u4eQrGp,Default Response Set,Anonymous,,,24.46.228.16,0,2020-12-16 18:23:53,2020-12-16 18:25:14,1,5b10949cc85dc4000161fec6,1,A regular car,,A somewhat expensive car,,,,,A normal car,,,,,,A fancy car,A somewhat fancy car,A fancy car,,A big car,A fancy car,An unknown car,An unknown car,5b10949cc85dc4000161fec6,23,1,5,3,40.877700805664,-73.907997131348,-1,
R_2rjOJLdQwewmpSa,Default Response Set,Anonymous,,,45.46.102.68,0,2020-12-16 18:23:09,2020-12-16 18:25:21,1,5dd424c38ed6bf413aaa3d5b,1,cheverolet,,mercedes,,suv,,ford,,saab,,none,,,,audi,,,honda,,cars,saab,5dd424c38ed6bf413aaa3d5b,48,2,4,4,44.052001953125,-70.724098205566,-1,
R_77H8MfND8qfSa3f,Default Response Set,Anonymous,,,72.230.127.22,0,2020-12-16 18:22:37,2020-12-16 18:25:23,1,5f723202c03c5414175d0f9c,1,Dodge,,,Jeep,,,GMC,,Volvo,,Prius ,,,,Volvo,Bugatti ,Honda,,Corvette ,Volvo,,5f723202c03c5414175d0f9c,71,2,7,8,43.118896484375,-76.127098083496,-1,
R_2THSa9pGM9QAT7x,Default Response Set,Anonymous,,,75.27.164.98,0,2020-12-16 18:23:37,2020-12-16 18:25:40,1,55fb068b77f33b0005cb1efc,1,chevy,honda,,mazda,,,,,,,smart car,ford,bmw,jaguar,,,toyota,,porshe,porshe,,55fb068b77f33b0005cb1efc,29,2,5,5,39.870407104492,-86.216598510742,-1,
R_1Qz1drUydwuLhat,Default Response Set,Anonymous,,,208.100.142.166,0,2020-12-16 18:24:38,2020-12-16 18:25:41,1,5fbf3a478aaef913f20ed637,1,,Kia,,,,,Ford,,Volkswagen,,Electric,,Acura,,Audi,,Toyota,Honda,Ferrari,Citroen,,5fbf3a478aaef913f20ed637,18,1,3,3,44.09440612793,-121.28630065918,-1,
R_r89HOpwLAtJImZ3,Default Response Set,Anonymous,,,73.39.207.169,0,2020-12-16 18:23:16,2020-12-16 18:26:10,1,5fd64c10c19e0c5201a9f9bf,1,Honda,,Mercedes-Benz,Nissan,Volkswagen,,,Ford,Infinity,Bmw,,,Toyota,,,,,Toyota,,Honda,,5fd64c10c19e0c5201a9f9bf,27,1,7,8,38.807800292969,-77.052299499512,-1,
R_VR9c1dwlSZVDfPz,Default Response Set,Anonymous,,,99.162.225.12,0,2020-12-16 18:26:02,2020-12-16 18:26:46,1,5f765a3c8a6ec010370c9cc1,1,,cars,,,,cars,,,cars,cars,cars,cars,,,cars,cars,,cars,cars,,,5f765a3c8a6ec010370c9cc1,21,1,2,7,36.122802734375,-79.666900634766,-1,
R_1mUaHkwzOjyq7ER,Default Response Set,Anonymous,,,172.58.121.172,0,2020-12-16 18:24:32,2020-12-16 18:27:08,1,5de999716f9b7e0ceca3076e,1,Chevy,Kia,Mercedes ,,,,Gmc,,Mercedes ,,Toyota ,Ford,Bmw,,,Bugatti,,,Ferrari,,,5de999716f9b7e0ceca3076e,46,2,4,4,42.432693481445,-83.039596557617,-1,
R_6L1Q2j0p3HRp4wV,Default Response Set,Anonymous,,,68.192.254.156,0,2020-12-16 18:25:34,2020-12-16 18:27:18,1,5eed4aed9e33921760da7c19,1,,toyota,,ford,,,,toyota,mercedes,,,,,lexus,ford,mclaren,,,porshe,rolls royce,ford,5eed4aed9e33921760da7c19,32,2,5,12,40.644607543945,-73.974296569824,-1,
R_1eQpkuT1WYo99lV,Default Response Set,Anonymous,,,172.73.151.1,0,2020-12-16 18:25:24,2020-12-16 18:27:21,1,5e4a7f0b587c064db0507ddf,1,,honda,,,truck,,truck,,,,,ford,,ferrari,volvo,,,compact car,ferari,,Volkswagen ,5e4a7f0b587c064db0507ddf,24,1,4,1,35.319305419922,-80.745597839355,-1,
R_2fD1qjy8BxrI1EE,Default Response Set,Anonymous,,,73.14.62.141,0,2020-12-16 18:23:58,2020-12-16 18:27:29,1,5e4f340a1e283a389fec03a6,1,,,Flat,Honda,,,,,BMW,BMW,Chevy ,,Toyota,,Renault,Lamborghini ,Ford,,,Flat,,5e4f340a1e283a389fec03a6,18,1,2,1,39.679595947266,-104.96260070801,-1,
R_33EmPNfv6jkRjTQ,Default Response Set,Anonymous,,,65.25.205.146,0,2020-12-16 18:24:52,2020-12-16 18:27:30,1,5ae7bee7efcc690001ebf212,1,,Honda,,,,Honda,Ford,,Mercedes-Benz,BMW,,Chevrolet,Cadillac,Lamborghini,Toyota,,Honda,,,,,5ae7bee7efcc690001ebf212,21,1,3,9,43.160400390625,-88.117301940918,-1,
R_034Sehbgb46tUMV,Default Response Set,Anonymous,,,73.64.187.218,0,2020-12-16 18:25:53,2020-12-16 18:27:30,1,5a33d736bf4d770001e6097a,1,chevy,chevy,corvette,hyundai,,ford,,ford,,,,,,,,trans am,,kia,corvette,,chevy,5a33d736bf4d770001e6097a,47,2,2,4,40.683197021484,-76.211303710938,-1,
R_2tcd45VxqAUrCRx,Default Response Set,Anonymous,,,174.26.225.61,0,2020-12-16 18:24:53,2020-12-16 18:27:41,1,5ee04647c5486d38b04883c1,1,,,Audi,Prius,Dodge,Hyndai,Ford,,Tesla,,,,,BMW,PT Cruiser,Lamborgini ,,,,,Oldsmobile,5ee04647c5486d38b04883c1,26,2,4,2,33.562896728516,-112.051902771,-1,
R_2RPbjaheeT93bRO,Default Response Set,Anonymous,,,73.41.180.53,0,2020-12-16 18:26:23,2020-12-16 18:27:44,1,5f6a08cb1af24c047cc6bf91,1,compact car,compact car,,,suv,,,,,,,compact car,,compact car,compact car,,compact car,compact car,compact car,,compact car,5f6a08cb1af24c047cc6bf91,30,1,5,11,38.587905883789,-121.40530395508,-1,
R_1kFH2l90QkAsUVW,Default Response Set,Anonymous,,,107.77.194.81,0,2020-12-16 18:26:23,2020-12-16 18:27:49,1,5d4f30def20feb00190b6280,1,Chevy,,Audi,,,,,Toyota,BMW,BMW,,Crysler,BMW,,,BMW,,,Mustang,I don't know what that is,,5d4f30def20feb00190b6280,34,2,5,11,42.367294311523,-83.13289642334,-1,
R_XFYbNKhuVyjuDrb,Default Response Set,Anonymous,,,75.90.230.143,0,2020-12-16 18:24:44,2020-12-16 18:27:50,1,5f9db6c37ddb903195569b5a,1,,nissan,,hiker,,,,my small daughter,volvo,,light,,toyota,,,,bowel movement,,athlete,air,vampires,5f9db6c37ddb903195569b5a,48,2,4,8,33.785293579102,-83.703300476074,-1,
R_30vgwKOOyTAvSXx,Default Response Set,Anonymous,,,98.244.170.132,0,2020-12-16 18:25:25,2020-12-16 18:27:54,1,5e9a6f9e3ede3b1102f94bb5,1,,Lo mein,Steak,Veggie burger,,Pork chops,,,,Steak,Tofu,Dog food,,,,,Hot dog,Burger,Caviar,,,5e9a6f9e3ede3b1102f94bb5,37,2,3,5,31.848007202148,-81.601997375488,-1,
R_4I1Ah0iTnjPqPqp,Default Response Set,Anonymous,,,198.161.139.147,0,2020-12-16 18:25:59,2020-12-16 18:28:02,1,5d43347470e14f00014aca0b,1,Chevy,,,Kia,,,,,,BMW,Nikola,,Volvo,Lamborghini,,,Honda,Volvo,Porche,,BMW,5d43347470e14f00014aca0b,36,1,5,11,41.850204467773,-87.673599243164,-1,
R_1IS22YvEiQB3a3p,Default Response Set,Anonymous,,,45.23.55.49,0,2020-12-16 18:26:34,2020-12-16 18:28:06,1,5d2e8e17a29b67001aaa57e2,1,Chevy,Kia,MINI,,,,,,Lexus,,,Pontiac,,Ferrari,Volvo,,,Toyota,,Peugeot,Volkswagon,5d2e8e17a29b67001aaa57e2,41,2,6,6,38.702301025391,-90.364402770996,-1,
R_5gV1MO94vYzDeJr,Default Response Set,Anonymous,,,107.4.197.180,0,2020-12-16 18:26:35,2020-12-16 18:28:08,1,5f2f2e3a6417b3315942e42b,1,GM,,Mercedes,Jeep,GMC,,,,,,,,Mercedes,Rolls Royce,,Lamborghini,,Renault,,Volvo,Dodge,5f2f2e3a6417b3315942e42b,30,1,6,4,44.94270324707,-93.287101745605,-1,
R_1BYolfhFid89stc,Default Response Set,Anonymous,,,71.47.49.129,0,2020-12-16 18:27:07,2020-12-16 18:28:10,1,5ebc75d16a8f8f0c09ba480b,1,,,lexus,toyota,,,Ford,,,acura,ferrari,ford,,Mercedes,volvo,Lamborghini,honda,,,,,5ebc75d16a8f8f0c09ba480b,29,2,6,9,28.269393920898,-81.474197387695,-1,
R_24uvFRxsQoUoWMR,Default Response Set,Anonymous,,,47.32.161.65,0,2020-12-16 18:25:32,2020-12-16 18:28:17,1,57d3ec302fa3300001453bb2,1,,Honda,Lexus,,,,,Mazda,Tesla,Rolls Royce,,,,Corvette,,,,Toyota,Ferrari,,Camry,57d3ec302fa3300001453bb2,36,1,3,4,35.640899658203,-120.70100402832,-1,
R_3NW01PEIn9iOgNv,Default Response Set,Anonymous,,,73.79.6.187,0,2020-12-16 18:26:56,2020-12-16 18:28:24,1,5efa5f1e85fd3488ef3fd4f2,1,Chrysler,,,honda,ford,,ford,,volvo,,porsche,,,lamborghini,,porsche,,,prsche,volvo,,5efa5f1e85fd3488ef3fd4f2,25,3,6,6,40.472503662109,-79.91089630127,-1,
R_1zbg7zFB0tu8z9T,Default Response Set,Anonymous,,,99.62.72.78,0,2020-12-16 18:27:24,2020-12-16 18:28:28,1,5fc004cdd7890e102cc48ce6,1,Focus,Elantra,German Engineering,WRX/STI,,Camry,,,,,Model S,,,,,Sports Car,,Speed3,Faster Sports Car,IDK,,5fc004cdd7890e102cc48ce6,23,1,5,12,40.045700073242,-83.07209777832,-1,
R_tSq6Zq2icFKbvr3,Default Response Set,Anonymous,,,24.125.9.32,0,2020-12-16 18:26:01,2020-12-16 18:28:32,1,5eccc23ef7f5db8a46167945,1,,Toyota,,Toyota,,Subaru,,Toyota,,Audi,,Jeep,,,Lexus,Porsche,,,Mazeradi,Monet,,5eccc23ef7f5db8a46167945,24,2,5,5,33.862106323242,-84.419799804688,-1,
R_YYuUnjkxjyrkMYp,Default Response Set,Anonymous,,,172.101.115.166,0,2020-12-16 18:26:23,2020-12-16 18:28:33,1,5fd164d06a4d02142407a3cb,1,,,,Saturn,Hummer,,,Toyota,Bentley,Rolls Royce,,,Cadillac,,BMW,Lamborghini,Hundai,Fiat,,,,5fd164d06a4d02142407a3cb,24,1,6,4,42.968505859375,-78.749198913574,-1,
R_10YRLqVY8dKC7ku,Default Response Set,Anonymous,,,192.199.225.9,0,2020-12-16 18:26:28,2020-12-16 18:28:43,1,56c4d3b98bacd7000ccf91d7,1,,,,Nissan,Toyota,,Dodge,,Volvo,,Ferrari,Ford,,,Jeep,Mercedes,Honda,,,Volvo,,56c4d3b98bacd7000ccf91d7,62,2,4,6,36.130401611328,-109.60369873047,-1,
R_AsnapMBwXgjzCkF,Default Response Set,Anonymous,,,70.190.156.31,0,2020-12-16 18:26:36,2020-12-16 18:29:21,1,5d80e72af73a9d001d0de6b2,1,Chevy,,,many makes and models. ,,,Ford,Suzuki,,,"nothing, Tesla is unique.",,Mercedes ,Mercedes,,Maserati,VW,Toyota,,,,5d80e72af73a9d001d0de6b2,27,1,4,4,33.626205444336,-112.0074005127,-1,
R_3M5mlS8csF0lLsk,Default Response Set,Anonymous,,,24.22.19.252,0,2020-12-16 18:27:44,2020-12-16 18:29:23,1,5fc7ef1f698b01000be8e216,1,,Toyota,Rolls Royce,,Hummer,,,Hyundai,,,,Toyota,Prius,Ferrari,Bug,Lamburghini,,,Porsche,,,5fc7ef1f698b01000be8e216,21,3,3,8,45.549606323242,-122.50439453125,-1,
R_DdHW4pmzXhXD2o1,Default Response Set,Anonymous,,,68.0.215.89,0,2020-12-16 18:28:38,2020-12-16 18:29:38,1,5f58fa9f43f1b20c9761ed64,1,,economy vehicle,,racing,,,trucks,,quiet,new money,,average,,,expensice,,unknown,no idea,wealth,,,5f58fa9f43f1b20c9761ed64,29,1,2,4,41.830703735352,-71.39820098877,-1,
R_VOnNaUvTZKze32F,Default Response Set,Anonymous,,,98.117.207.231,0,2020-12-16 18:27:57,2020-12-16 18:29:44,1,5f536ec50481190483f262f4,1,GM,kia,,,,honda,GM,toyota,,,no one,,acura,,,,toyota,,Ferarri,fiat,,5f536ec50481190483f262f4,25,1,5,10,39.215103149414,-76.753997802734,-1,
R_2R9vxDIddqbmFOA,Default Response Set,Anonymous,,,98.212.20.157,0,2020-12-16 18:27:30,2020-12-16 18:29:51,1,5d44ea38d7d4b80015384976,1,hard working people,people who have no taste in vehicles.,,people who want to be safe,,,middle class people,,who have ecclectic taste,Rich people,people who don't have far to drive,,,,,people who make a lot of money,people who earn a lot but don't want to spend it,middle class people,,,,5d44ea38d7d4b80015384976,63,2,3,5,39.83039855957,-89.649803161621,-1,
R_vT98G756dQv4Yc9,Default Response Set,Anonymous,,,174.105.22.204,0,2020-12-16 18:26:44,2020-12-16 18:29:52,1,5f5be9b21c93d23b442ceb47,1,GMC,,lexus,,,,gmc,Hyndai,,Lexus or BMW,,chrysler ,,Ferrari,audi,Lamborghini,,,Ferrari,,,5f5be9b21c93d23b442ceb47,30,2,1,3,39.939102172852,-83.047401428223,-1,
R_UQHzwftFrmnBBkZ,Default Response Set,Anonymous,,,98.149.29.106,0,2020-12-16 18:28:15,2020-12-16 18:29:56,1,5f4831996d9c7b2d4322b8d9,1,Chevrolet,Kia,,Volvo,,Honda,Ford,Toyota,,,,,Acura,,,Lamborghini,,,Ferrari,,Subaru,5f4831996d9c7b2d4322b8d9,30,2,4,5,33.744598388672,-117.98400115967,-1,
R_2axfGGPZ2W3WiBD,Default Response Set,Anonymous,,,104.11.59.160,0,2020-12-16 18:25:44,2020-12-16 18:29:57,1,5efe907ba8384039f55a9625,1,,Persimmons,Limes,,,,Bananas,Apples,,,Kiwis,Blackberries,Lemons,Pineapples,,,,,Strawberries,,Blueberries,5efe907ba8384039f55a9625,38,1,5,4,37.673599243164,-122.09439849854,-1,
R_2bJK43irM2UnZpN,Default Response Set,Anonymous,,,71.163.123.66,0,2020-12-16 18:27:50,2020-12-16 18:30:06,1,5e1e6322611d531c251ff79a,1,Honda,,Lexus,,,Honda,,Nissan,,,,,BMW,,,,Ford,GMC,Sports car,Don't know,BMW,5e1e6322611d531c251ff79a,36,2,5,11,39.067993164062,-76.993301391602,-1,
R_Y5qeW8rmUXfkEZr,Default Response Set,Anonymous,,,47.221.69.32,0,2020-12-16 18:28:47,2020-12-16 18:30:08,1,5f2946965de083000aff1444,1,Toyota,Honda,Mercedes,,Ford,Ford,Ford,,,BMW,,,Volkswagen,,Lexus,,,Honda,,,,5f2946965de083000aff1444,20,1,3,11,30.444107055664,-95.45059967041,-1,
R_2vZaufLYBpxVU5N,Default Response Set,Anonymous,,,68.102.18.82,0,2020-12-16 18:28:27,2020-12-16 18:30:30,1,5f39a2f898f81753f878f7f9,1,,,,Chevy,Land Rover,Mazda,,,Volkswagon,,not sure,,,Ferrari,Audi,Porsche,Honda,Toyota,,,,5f39a2f898f81753f878f7f9,34,2,5,7,37.668701171875,-97.221702575684,-1,
R_3mjcoLgi3DqRq0N,Default Response Set,Anonymous,,,184.83.102.228,0,2020-12-16 18:27:57,2020-12-16 18:30:31,1,5fb44b63888ecf10b8dee53d,1,checy,honda,mercedes,,land rover,honda,,toyota,,maybach,,,acura,,,,,subaru,Ferrari,,,5fb44b63888ecf10b8dee53d,25,1,5,5,43.523498535156,-96.738502502441,-1,
